1.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+01,4.800000000000000000e+01,2.399999999999999911e+00,4.799999999999999822e+00,7.199999999999999289e+00,9.599999999999999645e+00,1.199999999999999956e+00,2.399999999999999911e+00,3.599999999999999645e+00,4.799999999999999822e+00
3.020408163265306367e+00,1.986486486486486402e+00,3.972972972972972805e+00,5.959459459459458763e+00,7.945945945945945610e+00,3.972972972972972805e+00,7.945945945945945610e+00,1.191891891891891753e+01,1.589189189189189122e+01,7.945945945945944722e-01,1.589189189189188944e+00,2.383783783783783417e+00,3.178378378378377889e+00,3.972972972972972361e-01,7.945945945945944722e-01,1.191891891891891708e+00,1.589189189189188944e+00
5.040816326530612734e+00,1.190283400809716507e+00,2.380566801619433015e+00,3.570850202429149522e+00,4.761133603238866030e+00,2.380566801619433015e+00,4.761133603238866030e+00,7.141700404858299045e+00,9.522267206477732060e+00,4.761133603238865697e-01,9.522267206477731394e-01,1.428340080971659543e+00,1.904453441295546279e+00,2.380566801619432848e-01,4.761133603238865697e-01,7.141700404858297713e-01,9.522267206477731394e-01
7.061224489795918657e+00,8.497109826589595016e-01,1.699421965317919003e+00,2.549132947976878505e+00,3.398843930635838007e+00,1.699421965317919003e+00,3.398843930635838007e+00,5.098265895953757010e+00,6.797687861271676013e+00,3.398843930635838118e-01,6.797687861271676235e-01,1.019653179190751269e+00,1.359537572254335247e+00,1.699421965317919059e-01,3.398843930635838118e-01,5.098265895953756344e-01,6.797687861271676235e-01
9.081632653061223692e+00,6.606741573033708681e-01,1.321348314606741736e+00,1.982022471910112493e+00,2.642696629213483472e+00,1.321348314606741736e+00,2.642696629213483472e+00,3.964044943820224987e+00,5.285393258426966945e+00,2.642696629213483472e-01,5.285393258426966945e-01,7.928089887640449307e-01,1.057078651685393389e+00,1.321348314606741736e-01,2.642696629213483472e-01,3.964044943820224653e-01,5.285393258426966945e-01
1.110204081632652873e+01,5.404411764705883137e-01,1.080882352941176627e+00,1.621323529411764941e+00,2.161764705882353255e+00,1.080882352941176627e+00,2.161764705882353255e+00,3.242647058823529882e+00,4.323529411764706509e+00,2.161764705882353310e-01,4.323529411764706620e-01,6.485294117647059098e-01,8.647058823529413241e-01,1.080882352941176655e-01,2.161764705882353310e-01,3.242647058823529549e-01,4.323529411764706620e-01
1.312244897959183554e+01,4.572317262830482565e-01,9.144634525660965130e-01,1.371695178849144714e+00,1.828926905132193026e+00,9.144634525660965130e-01,1.828926905132193026e+00,2.743390357698289428e+00,3.657853810264386052e+00,1.828926905132192970e-01,3.657853810264385941e-01,5.486780715396578634e-01,7.315707620528771882e-01,9.144634525660964852e-02,1.828926905132192970e-01,2.743390357698289317e-01,3.657853810264385941e-01
1.514285714285714413e+01,3.962264150943395902e-01,7.924528301886791803e-01,1.188679245283018826e+00,1.584905660377358361e+00,7.924528301886791803e-01,1.584905660377358361e+00,2.377358490566037652e+00,3.169811320754716721e+00,1.584905660377358416e-01,3.169811320754716832e-01,4.754716981132074416e-01,6.339622641509433665e-01,7.924528301886792081e-02,1.584905660377358416e-01,2.377358490566037208e-01,3.169811320754716832e-01
1.716326530612245094e+01,3.495838287752675022e-01,6.991676575505350044e-01,1.048751486325802507e+00,1.398335315101070009e+00,6.991676575505350044e-01,1.398335315101070009e+00,2.097502972651605013e+00,2.796670630202140018e+00,1.398335315101069953e-01,2.796670630202139907e-01,4.195005945303209582e-01,5.593341260404279813e-01,6.991676575505349767e-02,1.398335315101069953e-01,2.097502972651604791e-01,2.796670630202139907e-01
1.918367346938775597e+01,3.127659574468085180e-01,6.255319148936170359e-01,9.382978723404254984e-01,1.251063829787234072e+00,6.255319148936170359e-01,1.251063829787234072e+00,1.876595744680850997e+00,2.502127659574468144e+00,1.251063829787233961e-01,2.502127659574467922e-01,3.753191489361701327e-01,5.004255319148935843e-01,6.255319148936169804e-02,1.251063829787233961e-01,1.876595744680850664e-01,2.502127659574467922e-01
2.120408163265306101e+01,2.829643888354186898e-01,5.659287776708373796e-01,8.488931665062560139e-01,1.131857555341674759e+00,5.659287776708373796e-01,1.131857555341674759e+00,1.697786333012512028e+00,2.263715110683349518e+00,1.131857555341674593e-01,2.263715110683349185e-01,3.395572666025023501e-01,4.527430221366698371e-01,5.659287776708372963e-02,1.131857555341674593e-01,1.697786333012511750e-01,2.263715110683349185e-01
2.322448979591836959e+01,2.583479789103690361e-01,5.166959578207380721e-01,7.750439367311071637e-01,1.033391915641476144e+00,5.166959578207380721e-01,1.033391915641476144e+00,1.550087873462214327e+00,2.066783831282952288e+00,1.033391915641476144e-01,2.066783831282952288e-01,3.100175746924428433e-01,4.133567662565904577e-01,5.166959578207380721e-02,1.033391915641476144e-01,1.550087873462214216e-01,2.066783831282952288e-01
2.524489795918367108e+01,2.376717865804365559e-01,4.753435731608731118e-01,7.130153597413096955e-01,9.506871463217462237e-01,4.753435731608731118e-01,9.506871463217462237e-01,1.426030719482619391e+00,1.901374292643492447e+00,9.506871463217461682e-02,1.901374292643492336e-01,2.852061438965238227e-01,3.802748585286984673e-01,4.753435731608730841e-02,9.506871463217461682e-02,1.426030719482619114e-01,1.901374292643492336e-01
2.726530612244897966e+01,2.200598802395209441e-01,4.401197604790418882e-01,6.601796407185628324e-01,8.802395209580837765e-01,4.401197604790418882e-01,8.802395209580837765e-01,1.320359281437125665e+00,1.760479041916167553e+00,8.802395209580837765e-02,1.760479041916167553e-01,2.640718562874251329e-01,3.520958083832335106e-01,4.401197604790418882e-02,8.802395209580837765e-02,1.320359281437125665e-01,1.760479041916167553e-01
2.928571428571428825e+01,2.048780487804877926e-01,4.097560975609755851e-01,6.146341463414634054e-01,8.195121951219511702e-01,4.097560975609755851e-01,8.195121951219511702e-01,1.229268292682926811e+00,1.639024390243902340e+00,8.195121951219511147e-02,1.639024390243902229e-01,2.458536585365853067e-01,3.278048780487804459e-01,4.097560975609755574e-02,8.195121951219511147e-02,1.229268292682926533e-01,1.639024390243902229e-01
3.130612244897958973e+01,1.916558018252933759e-01,3.833116036505867519e-01,5.749674054758801001e-01,7.666232073011735038e-01,3.833116036505867519e-01,7.666232073011735038e-01,1.149934810951760200e+00,1.533246414602347008e+00,7.666232073011734760e-02,1.533246414602346952e-01,2.299869621903520012e-01,3.066492829204693904e-01,3.833116036505867380e-02,7.666232073011734760e-02,1.149934810951760006e-01,1.533246414602346952e-01
3.332653061224489477e+01,1.800367421922841604e-01,3.600734843845683208e-01,5.401102265768524813e-01,7.201469687691366417e-01,3.600734843845683208e-01,7.201469687691366417e-01,1.080220453153704963e+00,1.440293937538273283e+00,7.201469687691365584e-02,1.440293937538273117e-01,2.160440906307409537e-01,2.880587875076546234e-01,3.600734843845682792e-02,7.201469687691365584e-02,1.080220453153704768e-01,1.440293937538273117e-01
3.534693877551020336e+01,1.697459584295611945e-01,3.394919168591223890e-01,5.092378752886835835e-01,6.789838337182447781e-01,3.394919168591223890e-01,6.789838337182447781e-01,1.018475750577367167e+00,1.357967667436489556e+00,6.789838337182448058e-02,1.357967667436489612e-01,2.036951501154734279e-01,2.715935334872979223e-01,3.394919168591224029e-02,6.789838337182448058e-02,1.018475750577367139e-01,1.357967667436489612e-01
3.736734693877551194e+01,1.605679956308028455e-01,3.211359912616056911e-01,4.817039868924085089e-01,6.422719825232113822e-01,3.211359912616056911e-01,6.422719825232113822e-01,9.634079737848170177e-01,1.284543965046422764e+00,6.422719825232113544e-02,1.284543965046422709e-01,1.926815947569633924e-01,2.569087930092845418e-01,3.211359912616056772e-02,6.422719825232113544e-02,9.634079737848169622e-02,1.284543965046422709e-01
3.938775510204081343e+01,1.523316062176165997e-01,3.046632124352331994e-01,4.569948186528497991e-01,6.093264248704663988e-01,3.046632124352331994e-01,6.093264248704663988e-01,9.139896373056995982e-01,1.218652849740932798e+00,6.093264248704663433e-02,1.218652849740932687e-01,1.827979274611399030e-01,2.437305699481865373e-01,3.046632124352331716e-02,6.093264248704663433e-02,9.139896373056995149e-02,1.218652849740932687e-01
4.140816326530612201e+01,1.448989650073927993e-01,2.897979300147855986e-01,4.346968950221783978e-01,5.795958600295711971e-01,2.897979300147855986e-01,5.795958600295711971e-01,8.693937900443567957e-01,1.159191720059142394e+00,5.795958600295712110e-02,1.159191720059142422e-01,1.738787580088713425e-01,2.318383440118284844e-01,2.897979300147856055e-02,5.795958600295712110e-02,8.693937900443567124e-02,1.159191720059142422e-01
4.342857142857143060e+01,1.381578947368420907e-01,2.763157894736841813e-01,4.144736842105262720e-01,5.526315789473683626e-01,2.763157894736841813e-01,5.526315789473683626e-01,8.289473684210525439e-01,1.105263157894736725e+00,5.526315789473684043e-02,1.105263157894736809e-01,1.657894736842105143e-01,2.210526315789473617e-01,2.763157894736842021e-02,5.526315789473684043e-02,8.289473684210525717e-02,1.105263157894736809e-01
4.544897959183673208e+01,1.320161652447238432e-01,2.640323304894476864e-01,3.960484957341715573e-01,5.280646609788953727e-01,2.640323304894476864e-01,5.280646609788953727e-01,7.920969914683431146e-01,1.056129321957790745e+00,5.280646609788954005e-02,1.056129321957790801e-01,1.584193982936686063e-01,2.112258643915581602e-01,2.640323304894477002e-02,5.280646609788954005e-02,7.920969914683430313e-02,1.056129321957790801e-01
4.746938775510204067e+01,1.263972484952708419e-01,2.527944969905416839e-01,3.791917454858125813e-01,5.055889939810833678e-01,2.527944969905416839e-01,5.055889939810833678e-01,7.583834909716251627e-01,1.011177987962166736e+00,5.055889939810833539e-02,1.011177987962166708e-01,1.516766981943249992e-01,2.022355975924333416e-01,2.527944969905416769e-02,5.055889939810833539e-02,7.583834909716249961e-02,1.011177987962166708e-01
4.948979591836734926e+01,1.212371134020618496e-01,2.424742268041236992e-01,3.637113402061855627e-01,4.849484536082473984e-01,2.424742268041236992e-01,4.849484536082473984e-01,7.274226804123711254e-01,9.698969072164947969e-01,4.849484536082473984e-02,9.698969072164947969e-02,1.454845360824741918e-01,1.939793814432989594e-01,2.424742268041236992e-02,4.849484536082473984e-02,7.274226804123709589e-02,9.698969072164947969e-02
5.151020408163265074e+01,1.164817749603803548e-01,2.329635499207607097e-01,3.494453248811410506e-01,4.659270998415214193e-01,2.329635499207607097e-01,4.659270998415214193e-01,6.988906497622821012e-01,9.318541996830428387e-01,4.659270998415213777e-02,9.318541996830427554e-02,1.397781299524564202e-01,1.863708399366085511e-01,2.329635499207606888e-02,4.659270998415213777e-02,6.988906497622821012e-02,9.318541996830427554e-02
5.353061224489795933e+01,1.120853983987800256e-01,2.241707967975600513e-01,3.362561951963400908e-01,4.483415935951201026e-01,2.241707967975600513e-01,4.483415935951201026e-01,6.725123903926801816e-01,8.966831871902402051e-01,4.483415935951200887e-02,8.966831871902401774e-02,1.345024780785360197e-01,1.793366374380480355e-01,2.241707967975600443e-02,4.483415935951200887e-02,6.725123903926800983e-02,8.966831871902401774e-02
5.555102040816326792e+01,1.080088170462894931e-01,2.160176340925789862e-01,3.240264511388684654e-01,4.320352681851579724e-01,2.160176340925789862e-01,4.320352681851579724e-01,6.480529022777369308e-01,8.640705363703159447e-01,4.320352681851579585e-02,8.640705363703159170e-02,1.296105804555473806e-01,1.728141072740631834e-01,2.160176340925789792e-02,4.320352681851579585e-02,6.480529022777369030e-02,8.640705363703159170e-02
5.757142857142857650e+01,1.042183622828783962e-01,2.084367245657567924e-01,3.126550868486351886e-01,4.168734491315135848e-01,2.084367245657567924e-01,4.168734491315135848e-01,6.253101736972703772e-01,8.337468982630271697e-01,4.168734491315136126e-02,8.337468982630272252e-02,1.250620347394540699e-01,1.667493796526054450e-01,2.084367245657568063e-02,4.168734491315136126e-02,6.253101736972703495e-02,8.337468982630272252e-02
5.959183673469388509e+01,1.006849315068493039e-01,2.013698630136986079e-01,3.020547945205478979e-01,4.027397260273972157e-01,2.013698630136986079e-01,4.027397260273972157e-01,6.041095890410957958e-01,8.054794520547944314e-01,4.027397260273971741e-02,8.054794520547943482e-02,1.208219178082191453e-01,1.610958904109588696e-01,2.013698630136985870e-02,4.027397260273971741e-02,6.041095890410957264e-02,8.054794520547943482e-02
6.161224489795917947e+01,9.738323948327261281e-02,1.947664789665452256e-01,2.921497184498178523e-01,3.895329579330904513e-01,1.947664789665452256e-01,3.895329579330904513e-01,5.842994368996357046e-01,7.790659158661809025e-01,3.895329579330904235e-02,7.790659158661808470e-02,1.168598873799271270e-01,1.558131831732361694e-01,1.947664789665452117e-02,3.895329579330904235e-02,5.842994368996356352e-02,7.790659158661808470e-02
6.363265306122448806e+01,9.429121231558691696e-02,1.885824246311738339e-01,2.828736369467607648e-01,3.771648492623476678e-01,1.885824246311738339e-01,3.771648492623476678e-01,5.657472738935215295e-01,7.543296985246953357e-01,3.771648492623476401e-02,7.543296985246952802e-02,1.131494547787042920e-01,1.508659397049390560e-01,1.885824246311738200e-02,3.771648492623476401e-02,5.657472738935214601e-02,7.543296985246952802e-02
6.565306122448978954e+01,9.138949331675474963e-02,1.827789866335094993e-01,2.741684799502642211e-01,3.655579732670189985e-01,1.827789866335094993e-01,3.655579732670189985e-01,5.483369599005284423e-01,7.311159465340379970e-01,3.655579732670189569e-02,7.311159465340379138e-02,1.096673919801056940e-01,1.462231893068075828e-01,1.827789866335094784e-02,3.655579732670189569e-02,5.483369599005284700e-02,7.311159465340379138e-02
6.767346938775510523e+01,8.866103739445113652e-02,1.773220747889022730e-01,2.659831121833534096e-01,3.546441495778045461e-01,1.773220747889022730e-01,3.546441495778045461e-01,5.319662243667068191e-01,7.092882991556090921e-01,3.546441495778045877e-02,7.092882991556091754e-02,1.063932448733413555e-01,1.418576598311218351e-01,1.773220747889022939e-02,3.546441495778045877e-02,5.319662243667067775e-02,7.092882991556091754e-02
6.969387755102040671e+01,8.609077598828697442e-02,1.721815519765739488e-01,2.582723279648609371e-01,3.443631039531478977e-01,1.721815519765739488e-01,3.443631039531478977e-01,5.165446559297218743e-01,6.887262079062957953e-01,3.443631039531478560e-02,6.887262079062957121e-02,1.033089311859443499e-01,1.377452415812591424e-01,1.721815519765739280e-02,3.443631039531478560e-02,5.165446559297217494e-02,6.887262079062957121e-02
7.171428571428570820e+01,8.366533864541833565e-02,1.673306772908366713e-01,2.509960159362549792e-01,3.346613545816733426e-01,1.673306772908366713e-01,3.346613545816733426e-01,5.019920318725099584e-01,6.693227091633466852e-01,3.346613545816733148e-02,6.693227091633466297e-02,1.003984063745019945e-01,1.338645418326693259e-01,1.673306772908366574e-02,3.346613545816733148e-02,5.019920318725099723e-02,6.693227091633466297e-02
7.373469387755100968e+01,8.137282037088293396e-02,1.627456407417658679e-01,2.441184611126488158e-01,3.254912814835317358e-01,1.627456407417658679e-01,3.254912814835317358e-01,4.882369222252976315e-01,6.509825629670634717e-01,3.254912814835317358e-02,6.509825629670634717e-02,9.764738444505950687e-02,1.301965125934126943e-01,1.627456407417658679e-02,3.254912814835317358e-02,4.882369222252975344e-02,6.509825629670634717e-02
7.575510204081632537e+01,7.920258620689654694e-02,1.584051724137930939e-01,2.376077586206896686e-01,3.168103448275861878e-01,1.584051724137930939e-01,3.168103448275861878e-01,4.752155172413793371e-01,6.336206896551723755e-01,3.168103448275862155e-02,6.336206896551724310e-02,9.504310344827585078e-02,1.267241379310344862e-01,1.584051724137931078e-02,3.168103448275862155e-02,4.752155172413792539e-02,6.336206896551724310e-02
7.777551020408162685e+01,7.714510627131987430e-02,1.542902125426397486e-01,2.314353188139595952e-01,3.085804250852794972e-01,1.542902125426397486e-01,3.085804250852794972e-01,4.628706376279191903e-01,6.171608501705589944e-01,3.085804250852794764e-02,6.171608501705589528e-02,9.257412752558383251e-02,1.234321700341117906e-01,1.542902125426397382e-02,3.085804250852794764e-02,4.628706376279191625e-02,6.171608501705589528e-02
7.979591836734694255e+01,7.519181585677749136e-02,1.503836317135549827e-01,2.255754475703324602e-01,3.007672634271099654e-01,1.503836317135549827e-01,3.007672634271099654e-01,4.511508951406649204e-01,6.015345268542199308e-01,3.007672634271099654e-02,6.015345268542199308e-02,9.023017902813297575e-02,1.203069053708439862e-01,1.503836317135549827e-02,3.007672634271099654e-02,4.511508951406648787e-02,6.015345268542199308e-02
8.181632653061224403e+01,7.333499625841856384e-02,1.466699925168371277e-01,2.200049887752556776e-01,2.933399850336742554e-01,1.466699925168371277e-01,2.933399850336742554e-01,4.400099775505113553e-01,5.866799700673485107e-01,2.933399850336742415e-02,5.866799700673484830e-02,8.800199551010226551e-02,1.173359940134696966e-01,1.466699925168371207e-02,2.933399850336742415e-02,4.400099775505113275e-02,5.866799700673484830e-02
8.383673469387754551e+01,7.156767283349561859e-02,1.431353456669912372e-01,2.147030185004868696e-01,2.862706913339824744e-01,1.431353456669912372e-01,2.862706913339824744e-01,4.294060370009737393e-01,5.725413826679649487e-01,2.862706913339824882e-02,5.725413826679649765e-02,8.588120740019473953e-02,1.145082765335929953e-01,1.431353456669912441e-02,2.862706913339824882e-02,4.294060370009736977e-02,5.725413826679649765e-02
8.585714285714286120e+01,6.988352745424292189e-02,1.397670549084858438e-01,2.096505823627287657e-01,2.795341098169716876e-01,1.397670549084858438e-01,2.795341098169716876e-01,4.193011647254575314e-01,5.590682196339433752e-01,2.795341098169716945e-02,5.590682196339433890e-02,8.386023294509149795e-02,1.118136439267886778e-01,1.397670549084858473e-02,2.795341098169716945e-02,4.193011647254574897e-02,5.590682196339433890e-02
8.787755102040816269e+01,6.827682303762191984e-02,1.365536460752438397e-01,2.048304691128657595e-01,2.731072921504876794e-01,1.365536460752438397e-01,2.731072921504876794e-01,4.096609382257315191e-01,5.462145843009753587e-01,2.731072921504876932e-02,5.462145843009753865e-02,8.193218764514630104e-02,1.092429168601950773e-01,1.365536460752438466e-02,2.731072921504876932e-02,4.096609382257315052e-02,5.462145843009753865e-02
8.989795918367346417e+01,6.674233825198638836e-02,1.334846765039727767e-01,2.002270147559591373e-01,2.669693530079455535e-01,1.334846765039727767e-01,2.669693530079455535e-01,4.004540295119182747e-01,5.339387060158911069e-01,2.669693530079455049e-02,5.339387060158910098e-02,8.009080590238365494e-02,1.067877412031782020e-01,1.334846765039727524e-02,2.669693530079455049e-02,4.004540295119182747e-02,5.339387060158910098e-02
9.191836734693877986e+01,6.527531083481349916e-02,1.305506216696269983e-01,1.958259325044404975e-01,2.611012433392539966e-01,1.305506216696269983e-01,2.611012433392539966e-01,3.916518650088809950e-01,5.222024866785079933e-01,2.611012433392539620e-02,5.222024866785079239e-02,7.833037300177618512e-02,1.044404973357015848e-01,1.305506216696269810e-02,2.611012433392539620e-02,3.916518650088809256e-02,5.222024866785079239e-02
9.393877551020408134e+01,6.387138822507060221e-02,1.277427764501412044e-01,1.916141646752118066e-01,2.554855529002824088e-01,1.277427764501412044e-01,2.554855529002824088e-01,3.832283293504236132e-01,5.109711058005648177e-01,2.554855529002824158e-02,5.109711058005648315e-02,7.664566587008471432e-02,1.021942211601129663e-01,1.277427764501412079e-02,2.554855529002824158e-02,3.832283293504235716e-02,5.109711058005648315e-02
9.595918367346938282e+01,6.252658443215652895e-02,1.250531688643130579e-01,1.875797532964695868e-01,2.501063377286261158e-01,1.250531688643130579e-01,2.501063377286261158e-01,3.751595065929391737e-01,5.002126754572522316e-01,2.501063377286261158e-02,5.002126754572522316e-02,7.503190131858783474e-02,1.000425350914504463e-01,1.250531688643130579e-02,2.501063377286261158e-02,3.751595065929391737e-02,5.002126754572522316e-02
9.797959183673469852e+01,6.123724224119974496e-02,1.224744844823994899e-01,1.837117267235992280e-01,2.449489689647989799e-01,1.224744844823994899e-01,2.449489689647989799e-01,3.674234534471984559e-01,4.898979379295979597e-01,2.449489689647989937e-02,4.898979379295979875e-02,7.348469068943969118e-02,9.797958758591959749e-02,1.224744844823994969e-02,2.449489689647989937e-02,3.674234534471984559e-02,4.898979379295979875e-02
1.000000000000000000e+02,5.999999999999999778e-02,1.199999999999999956e-01,1.799999999999999933e-01,2.399999999999999911e-01,1.199999999999999956e-01,2.399999999999999911e-01,3.599999999999999867e-01,4.799999999999999822e-01,2.400000000000000050e-02,4.800000000000000100e-02,7.199999999999999456e-02,9.600000000000000200e-02,1.200000000000000025e-02,2.400000000000000050e-02,3.599999999999999728e-02,4.800000000000000100e-02
